# photometric and parallax of HARPS spectra
# P Jofre, cambridge, Fri Feb  6 23:33:57 2015
Star ra  dec  plx  e_plx  hpmag  s_hpmag b-v  e_b-v  v-i vmag sourceVmag  J2mass  eJ2mass  H2mass  eH2mass  K2mass  eK2mass qual2mass n(in1arcmin) 
  HIP14135      45.5699119039       4.0899254414     13.09     0.44    2.6196   0.012    1.630   0.040    1.970    2.540   H   -0.722   0.143   -1.607   0.182   -1.823   9.996   BCF   01
  HIP14241      45.9115134285      -5.6656561526     28.54     0.97    8.2155   0.010    0.677   0.009    0.750    8.080   G    6.797   0.021    6.441   0.023    6.376   0.027   AAA   01
   HIP1444       4.4943029934     -13.4556386708     36.74     0.49    6.6311   0.008    0.599   0.004    0.670    6.510   G    5.383   0.034    5.065   0.029    4.993   0.020   EAA   01
  HIP14530      46.9074128840     -72.3218655811     22.83     0.65    8.5256   0.015    0.771   0.015    0.810    8.390   H    7.087   0.024    6.764   0.031    6.647   0.020   AAA   02
  HIP14596      47.1101582512     -37.8525213372     19.09     0.61    8.3848   0.012    0.657   0.015    0.720    8.250   H    7.053   0.024    6.769   0.026    6.689   0.020   AAA   01
  HIP14614      47.1844325615      15.3353004682     22.71     0.71    7.9817   0.010    0.642   0.015    0.710    7.850   G    6.679   0.024    6.390   0.024    6.331   0.016   AAA   02
  HIP14684      47.4259750543      -9.5793331462     26.73     1.12    8.6266   0.025    0.810   0.033    0.840    8.480   H    7.156   0.029    6.794   0.040    6.701   0.026   AAA   01
  HIP14879      48.0178321323     -28.9891055365     70.24     0.45    3.9821   0.007    0.543   0.015    0.630    3.800   G    2.572   0.292    2.317   0.268    2.238   0.332   DDD   01
  HIP15131      48.7770832946     -45.6651661347     41.34     0.40    6.8792   0.008    0.586   0.014    0.660    6.750   H    5.635   0.020    5.361   0.027    5.273   0.016   AAA   01
  HIP15330      49.4352869697     -62.5768973481     83.28     0.20    5.6405   0.006    0.641   0.007    0.720    5.530   G    4.462   0.302    4.041   0.268    3.994   0.252   DDD   02
  HIP15371      49.5464029465     -62.5079336976     83.11     0.19    5.3533   0.005    0.600   0.009    0.670    5.240   G    4.271   0.300    3.874   0.232    3.860   0.228   DDD   02
  HIP15442      49.7572744765      -2.8429475907     39.65     0.74    7.1808   0.009    0.655   0.002    0.710    7.050   G    5.876   0.019    5.552   0.040    5.469   0.021   AAA   02
  HIP15526      50.0112927754     -28.7836678693     28.27     1.08    8.6059   0.017    0.820   0.015    0.860    8.480   G    7.045   0.024    6.642   0.042    6.553   0.023   AAA   01
  HIP15527      50.0139371360     -28.8539126076     28.15     0.62    7.4962   0.012    0.630   0.006    0.700    7.360   H    6.229   0.019    5.956   0.038    5.827   0.016   AAA   01
  HIP15582      50.1856699832     -26.2881435126     19.43     0.56    7.0130   0.010    0.407   0.008    0.470    6.920   H    6.117   0.021    5.910   0.042    5.856   0.021   AAA   01
   HIP1562       4.8570128097      -8.8238292940     11.88     0.18    3.7314   0.006    1.214   0.003    1.130    3.560   G    1.694   0.264    1.097   0.210    1.025   0.266   DCD   01
  HIP15776      50.8237469579      -7.7935643123     26.92     0.51    6.3388   0.009    0.702   0.004    0.830    6.200   G    4.909   0.017    4.579   0.076    4.417   0.027   EEA   01
  HIP16012      51.5457063667     -30.6183623473     34.28     0.88    8.0205   0.018    0.716   0.004    0.780    7.880   G    6.573   0.024    6.238   0.036    6.131   0.016   AAA   03
  HIP16085      51.8008520002     -58.3239087530     30.88     0.49    8.0974   0.013    0.761   0.004    0.800    7.950   G    6.607   0.019    6.288   0.024    6.193   0.017   AAA   02
  HIP16365      52.7103612770     -37.3722376683     24.67     0.53    7.8337   0.013    0.591   0.008    0.660    7.710   H    6.549   0.027    6.259   0.031    6.182   0.020   AAA   02
  HIP16460      53.0070533396     -52.4737103196     19.28     0.51    7.9174   0.012    0.717   0.002    0.770    7.780   H    6.515   0.021    6.221   0.034    6.134   0.021   AAA   02
  HIP16780      53.9902155253     -11.1939776314      8.63     0.41    5.7329   0.005    0.915   0.005    0.930    5.560   G    4.287   0.302    3.662   0.244    3.663   0.216   DDC   01
  HIP16870      54.2736571543     -40.2745094736     14.13     0.54    4.7322   0.005    1.023   0.028    1.070    4.570   G    2.723   0.242    2.140   0.196    2.044   0.236   DCD   01
  HIP17096      54.9303423652     -52.9156130882     29.51     0.34    7.2389   0.009    0.583   0.009    0.650    7.120   G    6.030   0.018    5.814   0.018    5.705   0.020   AAA   01
  HIP17147      55.0902546408      -3.2164606692     39.12     0.56    6.8016   0.006    0.554   0.025    0.660    6.680   H    5.588   0.019    5.301   0.029    5.179   0.021   AAA   01
  HIP17351      55.7088401935     -37.3133437908     17.70     0.22    4.7559   0.006    1.191   0.002    1.120    4.590   H    2.639   0.274    2.127   0.234    1.967   0.284   DDD   01
  HIP17364      55.7692980967     -50.6442974122     26.88     0.46    7.0816   0.010    0.510   0.006    0.580    6.970   H    5.979   0.024    5.743   0.031    5.652   0.023   AAA   01
  HIP17420      55.9797965281     -19.1112792923     71.69     0.67    7.2372   0.012    0.927   0.002    0.970    7.100   G    5.457   0.018    5.025   0.116    4.837   0.020   AEA   01
  HIP17486      56.1952656031     -70.0264120820     18.33     0.41    7.5561   0.009    0.633   0.009    0.700    7.420   H    6.345   0.021    6.085   0.033    5.991   0.026   AAA   01
  HIP17515      56.2565226793     -70.0238618068     19.11     0.43    7.7030   0.010    0.595   0.011    0.670    7.570   H    6.483   0.021    6.222   0.046    6.172   0.017   AAA   01
  HIP17738      56.9834275904     -30.1673197677     12.13     0.30    5.6816   0.007    0.973   0.003    0.970    5.520   H    3.963   0.290    3.324   0.220    3.294   0.236   DDD   01
  HIP17801      57.1579732649      -4.4212466539     18.84     0.73    7.7838   0.011    0.773   0.015    0.810    7.640   G    6.208   0.019    5.809   0.042    5.694   0.020   AAA   01
  HIP17819      57.1948539613     -40.3993605203     18.44     0.48    7.3651   0.009    0.560   0.003    0.630    7.240   H    6.239   0.019    6.010   0.036    5.906   0.021   AAA   02
   HIP1803       5.7148041959     -12.2095843364     47.93     0.53    6.5228   0.011    0.659   0.004    0.700    6.390   G    5.253   0.021    5.035   0.034    4.861   0.016   AAA   01
  HIP18199      58.3887652761     -46.8935869143      9.29     0.61    6.0935   0.006    1.220   0.041    1.190    5.930   G    3.883   0.248    3.204   0.224    3.080   0.266   DDD   01
  HIP18343      58.8263648854     -65.2849004215     29.57     0.59    8.9343   0.015    0.846   0.020    0.890    8.790   H    7.274   0.027    6.850   0.027    6.738   0.023   AAA   01
  HIP18432      59.1191603365     -25.1806595098     24.65     0.57    7.0187   0.009    0.748   0.001    0.790    6.880   H    5.540   0.034    5.097   0.018    4.992   0.026   AAA   02
  HIP18538      59.4811813602     -36.2601690407     27.60     0.74    8.6653   0.020    0.766   0.015    0.810    8.530   H    7.105   0.023    6.727   0.020    6.644   0.021   AAA   03
  HIP18658      59.9183939136      10.3304101605     24.98     1.21    6.4459   0.005    0.417   0.012    0.470    6.350   H    5.565   0.018    5.391   0.029    5.323   0.016   AAA   02
  HIP18802      60.4344113664     -57.2078289225     19.43     0.66    8.2363   0.011    0.566   0.023    0.640    8.110   G    6.977   0.026    6.650   0.020    6.556   0.029   AAA   01
  HIP18844      60.6106531793     -61.3572036208     38.59     0.32    6.8721   0.008    0.667   0.002    0.730    6.740   G    5.567   0.024    5.254   0.026    5.130   0.017   AAA   01
  HIP18859      60.6527344816      -0.2683108167     53.10     0.32    5.4938   0.009    0.516   0.007    0.580    5.380   H    4.712   0.236    4.342   0.076    4.181   0.036   DEE   02
  HIP19378      62.2641265720     -15.8908399527      1.59     0.78    7.6274   0.010    1.088   0.011    1.050    7.460   H    5.379   0.018    4.853   0.024    4.631   0.020   AEA   02
   HIP1954       6.1764140822     -53.9839282419     36.72     0.64    7.4137   0.013    0.681   0.007    0.740    7.270   H    6.109   0.020    5.781   0.026    5.716   0.023   AAA   01
  HIP19633      63.0982936312     -31.5808516606     18.09     0.70    7.5855   0.011    0.735   0.002    0.780    7.440   H    6.194   0.021    5.893   0.055    5.777   0.023   AAA   01
  HIP19747      63.5003370277     -42.2938716414     28.36     0.12    4.0124   0.004    1.085   0.037    1.090    3.850   G    1.930   0.286    1.360   0.264    1.234   0.252   DDD   01
  HIP19809      63.7166578102      -5.3965683708     17.97     0.85    8.5790   0.013    0.545   0.016    0.620    8.460   H    7.396   0.024    7.173   0.040    7.082   0.023   AAA   02
  HIP19855      63.8576937338       6.1999252557     47.49     0.68    7.0753   0.011    0.680   0.010    0.740    6.940   G    5.695   0.023    5.456   0.040    5.271   0.018   AAA   01
  HIP19859      63.8702682606       6.1871210645     46.88     0.47    6.4375   0.007    0.570   0.010    0.640    6.320   G    5.201   0.037    5.012   0.034    4.903   0.020   EAA   01
  HIP19877      63.9425584181      15.4007481461     22.02     0.47    6.4024   0.005    0.400   0.015    0.460    6.310   H    5.514   0.034    5.401   0.024    5.326   0.016   AAA   02
  HIP19911      64.0689463782       7.1595680402     32.64     2.65    7.6343   0.010    0.661   0.015    0.720    7.500   H    6.252   0.020    5.948   0.033    5.852   0.023   AAA   02
  HIP19925      64.1261523622      -0.5723851480     24.09     0.62    8.1932   0.009    0.669   0.015    0.730    8.070   G    6.875   0.032    6.607   0.033    6.522   0.018   AAA   01
   HIP2006       6.3509032115       1.9397235977      6.94     0.40    5.9256   0.005    0.855   0.005    0.870    5.770   H    4.583   0.234    3.955   0.244    3.907   0.234   DDD   01
  HIP20205      64.9480561596      15.6276996617     20.19     0.32    3.8123   0.006    0.981   0.012    0.950    3.650   H    1.963   0.246    1.496   0.210    1.518   0.204   DCC   01
   HIP2021       6.4133416922     -77.2550327933    134.07     0.11    2.9305   0.004    0.618   0.008    0.680    2.820   G    1.676   0.296    1.434   0.220    1.372   0.248   DDD   01
  HIP20350      65.3841662334      18.4176589252     20.06     0.59    6.9026   0.006    0.441   0.014    0.500    6.800   H    5.944   0.021    5.794   0.016    5.746   0.016   AAA   01
  HIP20455      65.7334454266      17.5425839640     20.96     0.58    3.9308   0.003    0.983   0.010    0.930    3.770   H    2.094   0.248    1.579   0.198    1.643   0.228   DCD   01
  HIP20606      66.2115258093     -50.6218397763     18.29     0.53    7.8277   0.011    0.722   0.009    0.770    7.690   H    6.395   0.026    6.133   0.031    6.006   0.029   AAA   02
  HIP20625      66.2884698049     -64.0808499141     23.48     0.52    8.0270   0.012    0.650   0.015    0.710    7.890   G    6.717   0.021    6.451   0.063    6.315   0.027   AAA   01
  HIP20677      66.4400058789     -69.9936965137     23.35     0.49    7.9936   0.013    0.650   0.015    0.710    7.860   H    6.642   0.020    6.366   0.020    6.284   0.016   AAA   03
  HIP20723      66.6094674641     -10.5506738494     23.62     0.87    7.9484   0.012    0.750   0.010    0.790    7.800   H    6.578   0.026    6.289   0.044    6.185   0.029   AAA   01
  HIP20885      67.1434662400      15.9622167525     21.13     0.27    4.0043   0.005    0.952   0.004    1.020    3.840   H    2.142   0.230    1.754   0.190    1.644   0.218   DCD   01
  HIP20889      67.1538866002      19.1805204950     22.24     0.25    3.6992   0.005    1.014   0.006    1.040    3.530   H    1.748   0.284    1.314   0.226    1.422   0.254   DDD   01
  HIP21172      68.0894699766      -5.0389191066     27.41     0.83    7.7511   0.010    0.683   0.010    0.740    7.610   H    6.394   0.020    6.117   0.040    5.997   0.023   AAA   02
  HIP21393      68.8877968881     -30.5623098247     15.25     0.19    3.9730   0.004    0.957   0.043    0.930    3.810   G    2.150   0.314    1.661   0.220    1.552   0.276   DDD   01
  HIP21421      68.9800000213      16.5097611211     48.94     0.77    1.0024   0.010    1.538   0.008    1.670    0.870   G   -2.095   0.194   -2.775   0.170   -3.044   0.140   CCB   01
  HIP21731      69.9921924422     -71.5055277075     26.89     0.51    7.9048   0.012    0.747   0.003    0.790    7.760   H    6.485   0.023    6.149   0.044    6.063   0.024   AAA   03
  HIP21743      70.0285238210     -24.4824104748      9.31     0.33    5.7241   0.007    0.926   0.002    0.950    5.560   H    3.926   0.246    3.311   0.192    3.259   0.176   DCC   02
  HIP21821      70.3323149737     -52.6252666935     17.69     0.51    8.2629   0.012    0.528   0.011    0.600    8.150   G    7.141   0.018    6.863   0.036    6.845   0.017   AAA   02
  HIP21850      70.4762494621     -58.0207260185     18.93     0.63    8.5469   0.017    0.773   0.015    0.810    8.410   H    7.150   0.035    6.829   0.053    6.715   0.027   AAA   01
  HIP21960      70.8068044983     -54.5929424890     36.57     0.40    7.7537   0.011    0.746   0.002    0.790    7.610   H    6.254   0.020    5.889   0.024    5.804   0.016   AAA   02
  HIP22336      72.1508411733      -5.6734386495     37.85     0.35    5.9000   0.005    0.631   0.003    0.690    5.770   H    4.984   0.262    4.574   0.266    4.310   0.049   DDE   02
  HIP22449      72.4589071239       6.9612470873    123.94     0.17    3.2862   0.004    0.484   0.003    0.530    3.190   G    1.984   0.246    1.757   0.132    1.600   0.196   DBC   01
  HIP22479      72.5482860737     -16.2172831229     13.83     0.30    5.1981   0.005    0.992   0.002    0.950    5.030   H    3.447   0.252    2.867   0.200    2.803   0.244   DCD   01
  HIP22504      72.6370663743     -85.3750726192     23.19     0.53    8.2647   0.013    0.614   0.012    0.680    8.140   H    6.976   0.019    6.737   0.038    6.623   0.023   AAA   02
  HIP22563      72.8369368400     -68.0697970759     18.05     0.38    6.9418   0.009    0.615   0.003    0.680    6.810   H    5.664   0.041    5.319   0.016    5.264   0.016   AAA   01
  HIP22589      72.9188148786     -31.5672610333     18.69     0.68    8.2025   0.019    0.586   0.015    0.660    8.080   G    7.011   0.032    6.728   0.027    6.691   0.029   AAA   01
  HIP22632      73.0408382985     -27.0640847230     15.00     1.13    9.2430   0.026    0.497   0.038    0.570    9.130   G    8.032   0.023    7.800   0.027    7.738   0.018   AAA   02
  HIP22905      73.9100996519     -23.2421948723     25.93     0.60    7.6162   0.012    0.606   0.015    0.680    7.490   H    6.373   0.024    6.048   0.029    6.049   0.018   AAA   01
   HIP2292       7.3173966975      -5.9099507105     17.63     0.79    7.9135   0.010    0.649   0.011    0.710    7.780   H    6.715   0.024    6.459   0.033    6.369   0.017   AAA   01
  HIP23128      74.6491046635      -9.3340562923     22.28     0.78    8.0621   0.014    0.581   0.013    0.650    7.940   H    6.897   0.023    6.614   0.031    6.601   0.020   AAA   01
  HIP23344      75.3188797310       4.1106388162      8.79     1.80    9.8809   0.018    0.413   0.038    0.480    9.790   H    8.795   0.021    8.532   0.034    8.516   0.029   AAA   02
  HIP23627      76.1979985824     -11.6985014996     24.11     0.64    7.3296   0.009    0.618   0.008    0.690    7.200   G    6.067   0.020    5.761   0.034    5.636   0.021   AAA   01
  HIP23685      76.3652147117     -22.3708560943     15.29     0.19    3.3215   0.006    1.460   0.043    1.500    3.190   H    0.680   0.190   -0.025   0.226   -0.205   0.282   CDD   01
  HIP23693      76.3778744086     -57.4729878068     85.87     0.18    4.8191   0.007    0.526   0.011    0.600    4.710   G    3.701   0.248    3.407   0.202    3.371   0.234   DCD   01
  HIP23835      76.8611482468      18.6450063318     64.79     0.33    5.0444   0.005    0.657   0.012    0.740    4.910   G    3.624   0.296    3.354   0.248    3.208   0.334   DDD   01
  HIP23926      77.1248505406     -41.2143712575     18.69     0.49    6.8841   0.009    0.662   0.006    0.720    6.750   H    5.512   0.018    5.205   0.027    5.104   0.021   AAA   02
  HIP23941      77.1819425232      -4.4562459975     39.28     0.27    5.2135   0.004    0.455   0.026    0.550    5.110   G    4.328   0.226    3.925   0.218    3.927   0.292   DDD   02
  HIP24210      77.9762084932      -9.1117982176     35.38     0.79    8.1810   0.010    0.799   0.010    0.840    8.040   G    6.618   0.027    6.245   0.044    6.133   0.024   AAA   02
  HIP25461      81.6776521795     -45.0497998943     19.18     0.62    8.3355   0.012    0.574   0.014    0.650    8.210   H    7.176   0.023    6.940   0.029    6.860   0.021   AAA   01
  HIP25486      81.7698014317     -11.9008435275     36.98     0.48    6.4210   0.017    0.553   0.007    0.630    6.300   H    5.268   0.027    5.087   0.026    4.926   0.021   AAA   01
  HIP25616      82.0879730913     -22.4342845831     27.98     0.59    6.9099   0.010    0.590   0.004    0.660    6.780   H    5.684   0.026    5.410   0.029    5.313   0.024   AAA   01
  HIP25647      82.1865938501     -65.4489358445     65.93     0.57    7.0466   0.041    0.830   0.015    0.940    6.880   H    5.316   0.019    4.845   0.033    4.686   0.016   AEA   03
  HIP25840      82.7493527115     -10.0803186220     22.45     0.61    7.0688   0.009    0.561   0.008    0.630    6.950   H    5.912   0.021    5.632   0.031    5.564   0.021   AAA   01
  HIP25993      83.2140678972     -38.5133448160     18.93     0.23    5.6187   0.005    1.224   0.000    1.160    5.450   H    3.566   0.294    2.953   0.232    2.804   0.268   DDD   01
  HIP26079      83.4345705095     -54.9023130644     17.95     0.35    6.5375   0.008    0.550   0.015    0.620    6.420   G    5.428   0.021    5.165   0.036    5.048   0.023   EAA   01
  HIP26534      84.6575061006     -16.9190382586     17.12     0.70    7.7188   0.012    0.607   0.009    0.680    7.590   H    6.490   0.023    6.231   0.046    6.128   0.020   AAA   02
  HIP26722      85.1790693035     -36.5849602476     19.03     0.57    7.9556   0.010    0.554   0.015    0.630    7.840   G    6.771   0.035    6.626   0.024    6.523   0.026   AAA   03
  HIP26737      85.2166909259     -31.3502191434     26.63     0.58    7.9775   0.013    0.648   0.005    0.710    7.840   H    6.675   0.020    6.343   0.034    6.268   0.023   AAA   01
  HIP26834      85.4730764859     -15.6302554889     34.43     0.70    7.5086   0.012    0.801   0.009    0.780    7.360   G    6.061   0.021    5.713   0.021    5.625   0.021   AAA   02
  HIP27058      86.0731548090     -10.0163828421     24.42     0.59    7.2437   0.009    0.637   0.007    0.700    7.110   H    5.959   0.020    5.694   0.049    5.597   0.020   AAA   02
  HIP27072      86.1165600392     -22.4474861205    112.02     0.18    3.6977   0.004    0.481   0.011    0.570    3.590   G    2.804   0.276    2.606   0.236    2.508   0.228   DDD   01
  HIP27075      86.1183567374     -20.1266625838     39.15     0.47    6.4653   0.006    0.580   0.004    0.650    6.340   H    5.321   0.037    5.109   0.034    4.965   0.020   EAA   01
  HIP27080      86.1352044176     -70.1465803734     38.61     0.65    8.2090   0.011    0.760   0.007    0.840    8.090   G    6.598   0.021    6.212   0.031    6.094   0.020   AAA   03
  HIP27128      86.2904908669     -26.9924894774     15.49     0.78    8.3182   0.017    0.540   0.010    0.610    8.200   H    7.114   0.023    6.778   0.046    6.742   0.023   AAA   01
  HIP27244      86.6164692939     -53.2189818220     35.49     0.32    6.7512   0.006    0.594   0.009    0.660    6.630   G    5.610   0.023    5.346   0.046    5.220   0.021   AAA   01
  HIP27435      87.1454324814      -4.0940880026     65.89     0.41    6.0977   0.006    0.639   0.002    0.700    5.970   G    5.260   0.294    4.595   0.076    4.405   0.015   DEE   01
  HIP27628      87.7398009881     -35.7692912162     37.41     0.12    3.2833   0.004    1.146   0.052    1.100    3.120   G    1.296   0.288    0.788   0.292    0.691   0.336   DDD   01
   HIP2787       8.8864570285      -0.5054589468     18.35     0.36    6.0422   0.006    0.444   0.006    0.510    5.940   H    5.062   0.019    4.914   0.036    4.816   0.018   AAA   02
  HIP27896      88.5446950671     -50.3638828052     27.97     0.34    6.6769   0.008    0.891   0.019    0.920    6.530   G    5.193   0.244    4.666   0.076    4.432   0.020   DEA   02
  HIP28066      89.0133673513      13.9260875539     37.59     0.63    6.7484   0.006    0.650   0.010    0.710    6.600   G    5.367   0.021    5.101   0.021    5.041   0.021   AAA   01
  HIP28103      89.1013238074     -14.1680377749     67.21     0.25    3.7888   0.004    0.337   0.012    0.390    3.710   G    3.063   0.246    2.985   0.232    2.993   0.254   DDD   01
  HIP28150      89.2287922055     -44.0091470047     18.44     0.33    6.7634   0.008    0.521   0.001    0.590    6.650   H    5.665   0.024    5.447   0.024    5.366   0.027   AAA   01
  HIP28267      89.5895561540      -4.6501733497     42.46     0.63    7.1240   0.008    0.720   0.005    0.770    6.990   H    5.662   0.021    5.266   0.038    5.166   0.023   AAA   01
  HIP28403      89.9817897227     -37.0571680881     19.64     0.72    8.7382   0.016    0.626   0.009    0.700    8.610   H    7.402   0.019    7.130   0.031    7.049   0.021   AAA   03
  HIP28413      90.0139371862      -3.0740769139      7.75     0.81    4.6893   0.005    1.202   0.042    1.260    4.530   G    2.411   0.284    1.781   0.282    1.649   0.284   DDD   01
  HIP28460      90.1360367865     -56.1619748883     19.09     0.71    8.9532   0.015    0.624   0.017    0.690    8.820   H    7.606   0.023    7.284   0.024    7.277   0.027   AAA   02
  HIP28604      90.5614198129     -44.0100731795     19.50     0.65    8.8532   0.017    0.629   0.011    0.700    8.720   G    7.547   0.023    7.260   0.036    7.176   0.024   AAA   01
  HIP29271      92.5591780863     -74.7525257829     98.06     0.14    5.2164   0.004    0.714   0.015    0.750    5.080   G    3.951   0.232    3.508   0.228    3.446   0.200   DDC   01
  HIP29432      93.0018769224       6.7836904051     42.55     0.55    6.9869   0.007    0.642   0.007    0.710    6.850   H    5.701   0.023    5.385   0.024    5.301   0.020   AAA   04
  HIP29525      93.3018994567      10.6278655461     55.71     0.44    6.5624   0.009    0.663   0.005    0.690    6.430   H    5.253   0.043    5.010   0.021    4.849   0.018   EAA   01
  HIP29673      93.7751972520     -71.7028962212     31.82     0.29    6.7395   0.007    0.562   0.007    0.640    6.620   H    5.566   0.030    5.286   0.034    5.211   0.023   AAA   02
  HIP29788      94.0784857202     -59.2127319794     26.72     0.29    6.5580   0.007    0.593   0.015    0.640    6.440   G    5.406   0.023    5.176   0.027    5.013   0.024   AAA   01
  HIP29860      94.3176995292       5.0996958437     51.95     0.40    5.8305   0.006    0.610   0.000    0.690    5.700   G    4.960   0.270    4.434   0.076    4.205   0.036   DEE   01
  HIP30104      95.0246964378     -48.7404418310     39.79     0.34    6.7406   0.007    0.657   0.006    0.660    6.610   H    5.495   0.027    5.249   0.029    5.100   0.026   AAA   02
  HIP30114      95.0594988731     -10.7249689064     19.83     0.78    7.8267   0.011    0.687   0.007    0.740    7.690   H    6.509   0.029    6.215   0.038    6.115   0.017   AAA   01
  HIP30225      95.3879560816     -22.2141714217     35.63     1.10    8.6256   0.022    0.915   0.002    0.960    8.480   G    6.832   0.020    6.404   0.018    6.275   0.017   AAA   01
  HIP30243      95.4314048680      -0.5387470833     24.93     0.71    7.7643   0.010    0.686   0.001    0.740    7.630   H    6.454   0.021    6.152   0.034    6.098   0.021   AAA   01
   HIP3028       9.6382193404     -12.1726248583     23.81     1.09    9.3517   0.015    0.846   0.031    0.860    9.210   H    7.693   0.026    7.266   0.040    7.187   0.031   AAA   01
  HIP30476      96.1017119669     -42.8494067543     35.81     0.32    6.8061   0.006    0.673   0.004    0.700    6.670   H    5.518   0.029    5.155   0.021    5.064   0.016   AAA   02
  HIP30579      96.4101581780     -31.4809236585     30.59     0.68    8.2187   0.017    0.719   0.015    0.770    8.080   G    6.748   0.032    6.380   0.033    6.316   0.018   AAA   01
  HIP31246      98.3023169294       5.4631605548     28.72     0.89    8.0512   0.013    0.860   0.000    0.900    7.910   H    6.452   0.024    6.072   0.026    6.000   0.023   AAA   02
  HIP31540      99.0365540327     -27.6216570503     25.26     0.65    7.7669   0.014    0.714   0.002    0.760    7.630   G    6.416   0.023    6.100   0.029    6.005   0.027   AAA   02
  HIP31592      99.1708260465     -19.2557088162     50.63     0.23    4.1200   0.004    1.037   0.041    1.020    3.950   H    2.173   0.244    1.679   0.234    1.564   0.252   DDD   01
  HIP31688      99.4480959805     -32.3398896196      8.11     0.23    5.4170   0.006    1.177   0.002    1.160    5.250   H    3.179   0.270    2.471   0.210    2.383   0.252   DCD   01
  HIP31692      99.4618252235     -70.9333366432     25.42     0.77    8.8426   0.015    0.742   0.002    0.790    8.710   G    7.311   0.024    6.976   0.044    6.862   0.026   AAA   02
   HIP3170      10.1027327361     -59.4556795308     40.07     0.34    6.0187   0.007    0.564   0.016    0.650    5.890   G    4.833   0.310    4.672   0.016    4.486   0.015   DEE   02
   HIP3203      10.1978426044      -7.2323832219     37.73     0.68    7.1107   0.013    0.620   0.015    0.690    7.020   G    5.911   0.019    5.604   0.038    5.522   0.026   AAA   02
  HIP32322     101.2164806453     -27.3423801254     36.85     0.44    6.5522   0.008    0.550   0.021    0.640    6.430   H    5.398   0.024    5.126   0.021    5.055   0.024   AAA   01
  HIP33094     103.3906435203     -28.5387193603     38.62     0.49    6.1802   0.007    0.708   0.005    0.730    6.050   H    4.798   0.050    4.565   0.076    4.334   0.036   EEE   01
  HIP33160     103.5478331005     -12.0385921460     12.51     0.62    4.2092   0.006    1.418   0.036    1.490    4.080   H    1.538   0.284    0.780   0.218    0.642   0.264   DDD   01
  HIP33229     103.7140353065     -55.2589366138     28.71     0.51    8.3106   0.012    0.771   0.020    0.800    8.170   H    6.813   0.024    6.451   0.018    6.328   0.018   AAA   02
  HIP33582     104.6597565635      -0.4789973845     12.56     1.16    9.1293   0.017    0.579   0.006    0.650    9.020   G    7.867   0.019    7.602   0.031    7.530   0.024   AAA   01
  HIP33719     105.0754308834      -5.3673572242     34.53     0.40    6.4132   0.005    0.572   0.003    0.640    6.290   H    5.242   8.888    5.033   0.034    4.953   0.017   FAA   02
  HIP34065     105.9891654030     -43.6089828066     60.55     1.04    5.7033   0.053    0.624   0.009    0.730    5.560   G    4.405   0.224    3.990   0.212    4.037   0.036   DCE   01
  HIP34069     105.9958418795     -43.6122824589     47.99     9.89    7.0459   0.000    0.779   0.020    0.830    6.830   G    5.458   0.021    5.079   0.020    4.943   0.021   AAA   01
   HIP3419      10.8967841621     -17.9866835673     33.86     0.16    2.2061   0.007    1.019   0.021    1.000    2.040   G    0.370   0.198   -0.219   0.280   -0.274   0.370   CDD   01
    HIP343       1.0823395673     -16.5288893051     11.03     0.45    5.9562   0.007    1.084   0.007    1.050    5.780   G    3.935   0.246    3.343   0.194    3.284   0.236   DCD   01
   HIP3456      11.0496469141     -38.4219781037      9.63     0.40    6.0722   0.008    1.144   0.008    1.070    5.900   H    3.954   0.308    3.267   0.246    3.163   0.322   DDD   01
  HIP34622     107.5570050245      -4.2376354351     16.08     0.23    5.0791   0.005    1.020   0.000    1.030    4.910   G    3.058   0.238    2.521   0.196    2.446   0.216   DCC   01
   HIP3479      11.1101912423     -26.5160442188     30.89     0.75    7.9230   0.014    0.664   0.004    0.730    7.780   G    6.570   0.030    6.243   0.040    6.163   0.021   AAA   02
  HIP34879     108.2613835046     -24.2258240129     27.43     0.54    7.3070   0.010    0.660   0.006    0.720    7.170   H    6.044   0.019    5.783   0.034    5.697   0.026   AAA   01
  HIP35139     108.9629188192     -13.0499113678     30.95     0.75    7.8716   0.012    0.607   0.004    0.680    7.740   H    6.593   0.020    6.271   0.044    6.203   0.026   AAA   03
   HIP3559      11.3696129742     -12.8803093564     32.26     0.44    6.2783   0.006    0.603   0.009    0.670    6.150   H    4.995   0.034    4.774   0.024    4.622   0.016   AEA   01
   HIP3583      11.4393079424     -47.5521746201     65.97     0.39    5.9251   0.010    0.635   0.003    0.720    5.800   G    4.666   0.037    4.155   0.230    4.298   0.015   EDA   02
   HIP3607      11.5484549325     -22.5220666079     10.72     0.32    5.6612   0.005    0.978   0.001    0.970    5.490   G    3.472   0.190    2.961   0.170    2.872   0.200   CCC   02
  HIP36512     112.6665982612     -15.9943210608     27.06     0.74    7.8648   0.011    0.637   0.011    0.700    7.730   H    6.517   0.020    6.213   0.027    6.154   0.024   AAA   01
  HIP36640     113.0242352755      -8.8809184691     35.82     0.54    6.0348   0.007    0.540   0.015    0.690    5.900   G    5.092   0.266    4.580   0.076    4.480   0.016   DEA   01
   HIP3704      11.8786962514     -36.9393408850     20.51     0.78    7.9667   0.013    0.539   0.008    0.610    7.850   H    6.800   0.021    6.530   0.031    6.440   0.021   AAA   02
